title,cast,genre,storyline
킬링 로맨스,"만든사람들
감독
이원석
배우
[주연] 이하늬 | 이선균 | 공명
[조연] 배유람(영찬) | 심달기 | 최준규 | 신민재 | 주광현
[특별출연] 최덕문
[우정출연] 오정세
[단역] 강학수 | 서정식 | 김영현 | 황대기 | 윤세웅 | 최종윤 | 정윤하 | 이서이 | 김준 | 김원진 | 한상철 | 이은주 | 김상욱(범우부) | 김상욱 | 오윤수 | 조현진 | 심우성 | 홍기주 | 원진호 | 최민국 | 최민국 | 신용식 | 안정호 | 한지호 | 조청원 | 김재호 | 박상원 | 이순성 | 권정우 | 손수호 | 이유진 | 이주성 | 송지훈 | 송태완 | 조애리 | 이도영 | 정동현 | 손주영 | 유요한 | 손선아 | 곽정길 | 정지민 | 김윤숙 | 김춘기 | 곽장륜 | 진범일 | 조승원 | 차유주 | 박은철 | 정경천 | 임현정 | 모일영 | 진성현 | 한성관 | 임유진 | 심달기( 타조목소리 )
투자
[투자] 최재원(제작투자)   |   최병환(투자총괄)   |   이성진   |   손민정(투자책임)   |   안소윤(투자기획)   |   송순호(투자진행)   |   장요한(투자진행)   |   김지나(투자진행)   |   최종숙(투자지원)   |   강명진(투자회계책임)   |   백정윤(투자회계진행)   |   김화진(투자회계진행)   |   박지은(투자회계진행)   |   조성철(투자책임)   |   서희원(투자진행)   |   김세형(사업관리 책임)   |   황보미애(사업관리 진행)   |   신유나(사업관리 진행)   |   남지윤(사업관리 진행)
제작
[제작] 김성훈   |   김명진   |   문보미
[프로듀서] 모일영
[제작회계] 임수빈(회계부장)   |   김지은
[제작팀] 고덕화(제작부장)   |   한성관(제작부장)   |   정승채   |   백연정   |   옥대훈   |   최현도   |   이도담(제작지원)   |   민경찬(제작지원)   |   여광수(제작지원)   |   이형섭(제작지원)   |   안성진(제작지원)   |   김도창(제작지원)   |   김환수(제작지원)   |   류성원(제작지원)   |   서남윤(제작지원)   |   고해성(제작지원)   |   임수빈(코로나대응담당)   |   이나리(코로나대응담당)
[제작관리] 임지우(프러덕션수퍼바이져)
[데이타매니저] 조희대(Director of Department)   |   김경희(Post Production Supervisor)   |   김민우(Digital Imaging Technician)   |   오승노(Digital Loader)   |   류지원(Digital Loader)   |   신영섭(Media Archive Manager)
연출
[스토리보드] 이스라
[스크립터] 임유진
[연출팀] 이정민   |   권영주   |   정세아   |   류성원(연출지원)   |   정성훈(연출지원)   |   송지호
[현장편집] 김혜경   |   권은지(어시스턴트)
시나리오
[시나리오(각본)] 박정예
촬영
[촬영팀] 김주인   |   이의인   |   임지훈   |   조진희   |   하진수   |   백승현   |   양청직(촬영지원)   |   성지혜(촬영지원)
[특수촬영] 예종삼(수중촬영기사)   |   김수랑(수중촬영 슈퍼바이저)   |   이정부(수중촬영 오퍼레이터)   |   문헌주(수중촬영 안전요원)
[카메라오퍼레이터] 지상빈(B카메라)
[지미집] 문주천   |   김순태   |   문주현
[그립] 라담주(그립팀장)   |   김건우(그립팀)   |   박석원(그립팀)   |   황창기(그립지원)   |   노한결(그립지원)   |   최원대(그립지원)   |   정훈(와이어캠)   |   권채움(와이어캠)   |   차정환(와이어캠)   |   김정관(와이어캠)
[촬영장비] 민정식   |   안효준   |   김지훈   |   박상아   |   김용희(수중촬영 장비실장)
조명
[조명팀] 우승민   |   정한별아   |   최민석   |   이경제   |   김종엽   |   김선중   |   김송근(조명지원)   |   김효신(조명지원)   |   최현(조명지원)   |   이정현(조명지원)   |   정호남(조명지원)   |   김석영(조명지원)   |   최현석(조명지원)   |   이민석(조명지원)   |   윤재국(조명지원)   |   김영제(조명지원)   |   최윤의(조명지원)   |   송창호(조명지원)   |   한상욱(조명지원)   |   차성민(조명지원)   |   박찬효(조명지원)   |   권지훈(조명지원)   |   박성환(조명지원)   |   박현민(조명지원)   |   김민중(조명지원)   |   김용구(조명지원)   |   조현재(조명지원)   |   김중석(조명지원)   |   가순범(조명지원)   |   조현철(조명지원)   |   최재선(조명지원)
[발전차] 박준범   |   전종원
[조명장비] 신광대(조명크레인)   |   이종준(조명크레인)   |   강동식
동시녹음
[붐오퍼레이터] 문혜지   |   문광무   |   이영빈(붐 어시스턴트)
미술
[아트디렉터] 신혜나
[미술팀] 김재화(미술팀장)   |   민사혜   |   박상현   |   장혜수   |   이희진   |   정은교(미술지원)
세트
[세트팀] 장경배   |   권동일
[세트미술팀] 임한빈(제작실장)   |   김봉연(제작실장)   |   김용석(작화)
소품
[소품팀] 최서준(소품팀장)   |   안소민(소품팀장)   |   홍미현   |   오하영   |   이광원(소품제작)   |   김동희(소품제작)   |   한충기(소품제작)   |   장로운(소품제작)   |   김준호(소품제작)   |   김희원(소품제작)
의상
[의상팀] 허효심(의상팀장)   |   이은지   |   이은수(의상지원)   |   문혜린(제작지원)
분장/헤어
[분장팀] 명주아(분장팀장)   |   김지영   |   신선미(분장지원)   |   민소현(분장지원)   |   이하윤(분장지원)   |   유란화(분장지원)   |   정소영(분장지원)
[헤어팀] 박선영   |   김지혜(헤어컨셉디자인)
액션/스턴트
[액션/스턴트팀] 김용호(무술팀장, 조나단 대역)   |   김수영(여래 대역)   |   임태훈(무술팀)   |   이광호(무술팀)   |   임동은(무술팀)   |   김승필(무술팀)   |   최준석(무술팀)   |   이용문(무술팀)   |   이동민(무술팀)   |   오태승(무술팀)   |   김수영(무술팀)   |   박태강(무술팀)   |   탁환의(무술팀)   |   황유현(무술팀)   |   이상하(무술팀)   |   김선간(무술팀)   |   김원진(무술팀)   |   정택호(무술팀)   |   이상철(무술팀)   |   임승묵(무술팀)   |   권혁석(무술팀)
특수효과
[특수효과팀] 윤영상(특수효과실장)   |   윤영채(특수효과팀장)   |   윤영도   |   김장환   |   김선호
[특수소품] 황효균(제작)   |   곽태용(제작)   |   이희은(제작)
[특수차량] 노승회(슈팅카)
프로덕션지원
[기타] 양라희(법무관리)   |   우해정(인쇄)   |   유진아(인쇄)   |   유현아(인쇄)   |   박수야(인쇄)   |   안호경(재무 관리)
편집
[편집팀] 김지원(어시스턴트)
음악
[음악] 달파란(All original score composed and produced by)   |   김남윤(Music Assisted)   |   김한솔(Music Assisted)
사운드
[사운드] 김석원(Sound Supervisor)
[사운드믹싱] 김은정(Re-recording Mixer)   |   김석원(Re-recording Mixer)
[폴리] 김은정(Foley Record & Mixer)   |   왕현지(Foley Artist)   |   소은서(Foley Artist)   |   노효진(Foley Artist)
[대사] 조민경(Dialogue & ADR)
[사운드효과] 송정은(Sound Effect Editor)   |   최문현(Sound Effect Editor)   |   김은정(Sound Effect Editor)
[사운드팀] 홍윤성(Technical Manager)   |   오연우(Accountant & Admin)   |   김정민(Production Manager)
VFX
[VFX 슈퍼바이저] 박명성(CGI Supervisor)   |   엄태영(3D Supervisor)   |   염도선(Animation Supervisor)   |   이인성(FX Supervisor)   |   양시은(2D Supervisor)   |   오창원(VFX Supervisor Group)   |   양오석(VFX Supervisor Group)
[VFX 아티스트] 김지명(Modeling Lead)   |   김영화(Modeling Artists)   |   김기현(Modeling Artists)   |   박영권(Modeling Artists)   |   박다솜(Modeling Artists)   |   원명자(Modeling Artists)   |   송재우(Texture Lead)   |   김준태(Texture Artists)   |   차주만(Texture Artists)   |   강신아(Texture Artists)   |   심서영(Texture Artists)   |   윤나라(Matchmove Lead)   |   최우진(Matchmove Artists)   |   이유민(Matchmove Artists)   |   방예지(Matchmove Artists)   |   이경민(Animation Artists)   |   김소나(Animation Artists)   |   박경섭(Animation Artists)   |   김은비(Animation Artists)   |   류지혜(Animation Artists)   |   최석원(Animation Technical Artist)   |   전민지(Crowd Artist)   |   김태환(Rigging Artist)   |   서윤진(Fur Artist)   |   천재성(Lighting Lead)   |   김은옥(Lighting Artists)   |   임승남(Lighting Artists)   |   이선영(Lighting Artists)   |   임지영(Lighting Artists)   |   김세연(Lighting Artists)   |   김재민(FX Lead)   |   이성민(FX Artists)   |   권영국(FX Artists)   |   정재화(FX Artists)   |   신혜림(FX Artists)   |   안현수(FX Artists)   |   국두람(FX Artists)   |   양준호(FX Artists)   |   김태연(FX Artists)   |   주지용(Environment Lead)   |   김형기(Environment Artists)   |   신기철(Environment Artists)   |   장보희(Environment Artists)   |   손형록(Compositing Leads)   |   김지희(Compositing Leads)   |   김향옥(Compositing Leads)   |   윤우현(Compositing Leads)   |   이영상(Compositing Leads)   |   김수완(Compositing Artists)   |   강민지(Compositing Artists)   |   권은수(Compositing Artists)   |   오흥재(Compositing Artists)   |   조다솔(Compositing Artists)   |   김진영(Compositing Artists)   |   장효선(Compositing Artists)   |   김지은(Compositing Artists)   |   김중재(Compositing Artists)   |   이현지(Compositing Artists)   |   김서영(Compositing Artists)   |   오현경(Compositing Artists)   |   이옥환(Compositing Artists)   |   유미송(Compositing Artists)   |   김혜주(Compositing Artists)   |   양정연(Compositing Artists)   |   김수정(Compositing Artists)   |   한태훈(Compositing Artists)   |   남탁균(Technical Artist Lead)   |   윤보현(Technical Artist)   |   최선진(Mattepainting Lead)   |   최지혜(Mattepainting Artists)   |   최돈성(Mattepainting Artists)   |   고원이(Mattepainting Artists)   |   윤지영(Mattepainting Artists)   |   임영은(Motion Graphics Lead)   |   강민지(Motion Graphics Artists)   |   변지은(Motion Graphics Artists)   |   임솔잎(Pipeline TDs)   |   김민수(Pipeline TDs)   |   강만제(Pipeline TDs)   |   김한웅(Pipeline TDs)   |   최가영(Management Lead)   |   이경재(Additional Visual Effects by DMIX STUDIO)   |   이상헌(Additional Visual Effects by DMIX STUDIO)   |   유지숙(Additional Visual Effects by DMIX STUDIO)   |   노유래(Additional Visual Effects by DMIX STUDIO)   |   권병학(3D Scanning Service by 2NDTRUST)   |   박상철(3D Scanning Service by 2NDTRUST)
[VFX 매니지먼트] 박성진(VFX Executive Producer)   |   최가영(Senior VFX Producer)   |   김파랑(VFX Producer)   |   장유진(VFX Line Producer)   |   김지현(VFX Project Manager)   |   심채원(VFX Project Assistant Manager)   |   이보람(Visual Effects Management Department)   |   이석영(Visual Effects Management Department)   |   이혜수(Visual Effects Management Department)   |   함혜진(Visual Effects Management Department)   |   박예슬(Visual Effects Management Department)   |   유지혜(Visual Effects Management Department)   |   신윤호(Digital Data Team)   |   양은영(Pre-Visualization Artists)   |   김동기(Pre-Visualization Artists)   |   유현종(System Engineers)   |   윤태훈(System Engineers)   |   박성진(Studio Chief Executive Officer)   |   이광명(Vice President)   |   정진욱(Human Resources Managers)   |   유희란(Finance Managers)   |   오영미(Finance Managers)   |   남희완(Accounting Managers)   |   지가예(Accounting Managers)
DI/현상
[DI팀] 김준영(Executive Director)   |   정혜리(Supervising Digital Colorist)   |   김소윤(DI Producer)   |   우찬양(Assistant colorist)   |   오정현(Image Mastering)   |   유윤진(Image Mastering)   |   정상혁(Digital Cinema Technician)
마케팅
[홍보/마케팅 진행] 정은년(마케팅관리)   |   임아영(마케팅ㅣ홍보책임)   |   김수진(마케팅 관리 진행)   |   양소영(마케팅 관리 진행)   |   나소라(마케팅 관리 진행)   |   박기웅(홍보진행)   |   이채현(마케팅홍보)   |   이나리(마케팅홍보)   |   최은록(마케팅홍보)   |   채민경(마케팅홍보)   |   한지열(프로모션)   |   맹시운(프로모션)   |   최지현(프로모션)   |   이소연(마케팅)
[광고디자인] 최지웅   |   박동우   |   이동형
[포스터사진] 김진영
[스틸] 김진영(현장사진)   |   류가람(현장사진)
[메이킹필름] 강동우   |   강경우   |   박건우
[예고편] 최승원(예고편제작)   |   신의철(예고편제작)   |   배정현(예고편제작)   |   김나연(예고편제작)   |   진영범(예고편믹싱)   |   김병주(예고편믹싱)   |   류도현(예고편믹싱)
[광고대행] 서정우   |   김현신
[온라인마케팅] 이창민   |   이윤실   |   이송희   |   강유신   |   권나연   |   최지연(온라인디자인)   |   탁민경(온라인디자인)   |   김경문(온라인디자인)   |   박선민(온라인디자인)   |   서주희(온라인디자인)   |   최효원(온라인디자인)
기획
[기획] 황조윤   |   김성훈
배급
[배급진행] 정경재(배급총괄)   |   김현철(국내배급 책임)   |   임건(국내배급 진행)   |   윤수윤(국내배급 진행)",장편 | 일반영화 | 코미디 | 107분 20초 | 15세이상관람가 | 한국,"로맨스는 없다!
JOHN NA 죽여주는 작전만 있을 뿐!

대재앙 같은 발연기로 국민 조롱거리로 전락한 톱스타 ‘여래’(이하늬).
현실에서 벗어나고자 떠난 남태평양 ‘콸라’섬에서 운명처럼 자신을 구해준
재벌 ‘조나단’(이선균)을 만나 결혼을 하고 새로운 인생을 꿈꾸며 돌연 은퇴를 선언한다.

한편, 서울대가 당연한 집안에서 홀로 고독한 입시 싸움 중인 4수생 ‘범우’(공명)는
한때 자신의 최애였던 여래가 옆집에 이사온 것을 알게 되고
날마다 옥상에서 단독 팬미팅(?)을 여는 호사를 누린다.

그러던 어느 날 조나단의 사업 확장을 위한 인형 역할에 지친
여래는 완벽한 스크린 컴백을 위해 범우에게 SOS를 보내게 되고
이들은 여래의 인생을 되찾기 위한 죽여주는 계획을 함께 모의하는데…"
2001 스페이스 오디세이,"만든사람들
감독
스탠리 큐브릭","장편 | 일반영화 | SF, 드라마 | 149분 0초 | 영국, 미국","인류에게 문명의 지혜를 가르쳐 준 검은 돌기둥의 정체를 밝히기 위해서 목성으로 향하는 디스커버리호 안에는 선장 ‘보우만’과 승무원 ‘풀’,
전반적인 시스템을 관장하는 인공지능 컴퓨터 ‘할’이 타고 있다. 평화롭던 우주선은 ‘할’이 스스로 ‘생각’하기 시작하면서부터 위기를 맞는다.
특히나 이 영화는 60년대 작품으로 인간이 아직 달에 가기 전에 만들어진, 올해 개봉 51주년을 맞이한 기념비적인 SF 우주 영화."
항구의 니쿠코짱!,"만든사람들
감독
와타나베 아유무
배우
[주연] 오타케 시노부 | 하나에 나츠키",장편 | 예술영화 | 애니메이션 | 96분 32초 | 전체관람가 | 일본,"“보통날이 제일 좋은 거야!”

평범한 인생도 ‘갓생’으로 만드는 무한 긍정 에너지 ‘니쿠코짱’.

정이 많아 허구한 날 남자에게 속는 그녀는
사라진 남자를 찾아 딸 ‘키쿠코’와 함께 작은 항구 마을에 도착하고,
그곳에서 운명의 고깃집(!)을 만난 후 마을에 정착하기로 결심한다.

그리고 어느덧 항구 마을에서 사춘기를 맞이한 딸 ‘키쿠코’는
어김없이 마을 최강 인싸력을 발휘하는 ‘니쿠코짱’이 요즘 들어 부끄럽다.

“키쿠코, 오늘은 어떤 날이었어?”

잘 먹고, 잘 싸고, 잘 자고,
평범한 날이 최고라는 ‘니쿠코짱’을 도저히 이해할 수 없는 ‘키쿠코’.
그런 딸의 속도 모르고 ‘니쿠코짱’은 밤마다 누군가와 비밀스러운 통화까지?!

달라도 너무 다른 두 모녀 사이는 좀처럼 좁혀질 기미가 없는 가운데,
어느 날 둘 사이를 바꿔 놓을 뜻밖의 비밀이 밝혀지는데…!

두 모녀의 별일 없는 하루가 모인 맛난 인생 이야기!
마음의 공복을 채워줄 사랑스러운 그녀가 온다!"
삶과 죽음의 문제,"만든사람들
감독
마이클 파웰|에메릭 프레스버거","장편 | 예술영화 | 멜로/로맨스, 판타지, 코미디 | 104분 0초 | 영국",비행기 추락으로 전사한 영국 병사가 천사의 실수로 인해 다시 살아난다. 천사들은 뒤늦게 이 사실을 알지만 그는 이미 지상에서 사랑스러운 여인과 사랑에 빠진 상태다. 이때부터 천국에서는 그를 다시 데려가는 문제를 두고 사상 초유의 재판을 벌인다. 테크니컬러와 흑백 화면의 대조가 돋보이는 작품. “천국으로 가는 계단”이란 제목으로도 알려져 있다.
아르코 라이브 뮤지컬 호프,,장편 | 일반영화 | 공연 | 112분 27초 | 12세이상관람가 | 한국,현대 문학의 거장 '요제프 클라인'의 <미발표 원고>를 둘러싼 이스라엘 국립 도서관과 '에바 호프'의 소송을 다룬 뮤지컬 공연실황
라이스보이 슬립스,"만든사람들
감독
앤소니 심
배우
[주연] 최승윤(소영) | 이든 황(동현) | 도현 노엘 황(어린 동현) | 앤소니 심(사이먼) | 강인성(인식, 원식)","장편 | 예술영화 | 가족, 드라마 | 117분 15초 | 15세이상관람가 | 캐나다","“집에 가자”

1990년 모든 게 낯선 캐나다에서 서로가 유일한 가족이었던
엄마 '소영'과 아들 '동현'의 잊지 못할 시간을 담은,
문득 집이 그리워질 따스한 이야기"
뮤지컬 더 데빌 2018,"만든사람들
감독
조윤수","장편 | 일반영화 | 공연, 뮤지컬 | 107분 0초 | 15세이상관람가 | 한국","어둠과 빛은 하나, 빛이 강할 때 어둠은 사라지고 어둠이 깊으면 빛이 잠든다.
선한 인간은 어둠을 오래 견디지 못하여 결국 빛을 향하리니…

존 파우스트는 월스트리트의 전도유망한 주식 브로커이다.
그러나 주가가 대폭락한 블랙 먼데이 이후 모든 게 뒤바뀌게 된다.

모든 것을 잃고 실의에 빠진 존을 두고
X - White와 X – Black은 내기를 벌인다.

그에게 접근하여 유혹의 손길을 뻗치는 X - Black
그레첸의 만류에도 불구하고 존은 X - Black의 제안을 받아들이고
점차 그에게 잠식되어 간다.

그런 존이 타락할수록 그레첸의 심신은 피폐해져 간다.
마지막 선(善)의 의지이자, 그에게 가장 아름다운 존재인 그레첸마저
외면하려 하는 존의 모습을 보며 X-Black은 자신의 승리를 확신하지만
X-White는 아직 끝이 아니라 말하는데…."
리턴 투 서울,"만든사람들
감독
데이비 추
배우
[주연] 박지민(프레디)
[조연] 오광록(한국 아빠) | 김선영(한국 고모) | 허진(한국 할머니) | 손승범(동완)
제작
[제작] 하민호(협력제작)
[프로듀서] 조나단박
[라인프로듀서] 방한솔(제작실장)
[제작팀] 이승연   |   이용국(제작부장)   |   김휘환(제작부장)   |   신동한(프로덕션코디)
[데이타매니저] 유근욱(데이터마이닝)
연출
[연출팀] 신동한(2nd Assistant Director)   |   이세리
시나리오
[윤색] 임나무(한국어)
조명
[조명] 강동건(한국팀 조명감독)
미술
[미술/프로덕션 디자인] 신보경   |   최치열
의상
[의상] 이충연(의상실장)
분장/헤어
[분장] 김주영(분장실장)
액션/스턴트
[액션/스턴트] 정윤헌(무술감독)",장편 | 일반영화 | 드라마 | 119분 0초 | 15세이상관람가 | 프랑스,"“다시 서울로 돌아가요 당장!”

우연히 자신이 태어난 서울로 리턴한 25세 프레디,
어쩌다 한국 부모를 찾으면서 시작된
어쩌면 운명적인 여정을 담은
2023년 우리가 열광할 완전히 낯선 영화"
아기공룡 둘리-얼음별 대모험,"만든사람들
감독
김수정|임경원
시나리오
[원작] 김수정
미술
[아트디렉터] 김종금
마케팅
[홍보/마케팅 진행] 김병헌","장편 | 일반영화 | 애니메이션, 어드벤처, 코미디, 가족 | 84분 10초 | 전체관람가 | 한국","아기공룡 둘리는 1억 년 전 거대한 빙산 조각에 갇혀 엄마와 헤어지게 되고 그 안에서 깊은 잠에 빠지게 된다. 어느 날 한강으로 빙산 조각이 흘러 들어오게 되고 조금씩 얼음이 깊은 잠에서 깨어난 둘리는 우연히 쌍문동에 사는 소시민 고길동의 집에 머물게 되는데, 호기심 많고 말썽꾸러기인 둘리로 인해 고길동의 집은 그날부터 하루도 맘 편할 날이 없다.

거기에 ‘공포의 공갈 젖꼭지’ 희동이, 외계인 도우너, 귀부인 타조 또치, 가수지망생 마이콜이 가세하고 이들은 타임 코스모스를 타고 빨리 어른이 되기 위해 미래로 여행을 떠난다. 그러나 타임 코스모스의 작동실수로 이들은 우주의 미로 속, 얼음별로 향하게 되고 그곳에서 둘리는 꿈에 그리던 엄마를 만나게 된다. 하지만 얼음별은 우주의 악당 바요킹에 의해 지배당하고 있었고 둘리 일행은 바요킹의 추격에 쫓기기 시작한다."
오직 사랑하는 이들만이 살아남는다,"만든사람들
감독
짐 자무시
배우
[주연] 톰 히들스턴(아담) | 틸다 스윈튼(이브) | 미아 와시코브스카(에바)
[조연] 존 허트 | 안톤 옐친","장편 | 예술영화 | 드라마, 멜로/로맨스 | 123분 9초 | 15세이상관람가 | 영국, 독일, 미국, 프랑스","미국 디트로이트와 모로코 탕헤르라는 먼 거리에 떨어져 지내는 뱀파이어 커플 아담과 이브. 수세기에 걸쳐 사랑을 이어온 이들이지만 언더그라운드 뮤지션으로 활동 중인 아담은 인간 세상에 대한 염증으로 절망에 빠져 있다. 이브는 그를 위로하기 위해 디트로이트행 밤비행기에 몸을 싣고 마침내 두 사람은 재회한다. 그러나 만남의 기쁨도 잠시, 이브의 통제불능 여동생 애바의 갑작스런 방문은 숨겨두었던 뱀파이어의 본능을 일깨우기 시작하는데… 21세기 현대사회, 아담과 이브는 과연 영원한 삶과 사랑을 이어갈 수 있을까."
불타는 전장,"만든사람들
감독
제스 히브즈
배우
[주연] 오디 머피 | 마샬 톰슨 | 찰스 드레이크 | 잭 켈리","장편 | 일반영화 | 드라마, 전쟁 | 106분 0초 | 미국","감독
제스 히브즈
배우
[주연] 오디 머피 | 마샬 톰슨 | 찰스 드레이크 | 잭 켈리"
모니카와의 여름,"만든사람들
감독
잉마르 베리만
배우
[주연] 해리엇 안데르손 | 라스 에크보리","장편 | 예술영화 | 드라마, 멜로/로맨스 | 97분 0초 | 청소년관람불가 | 스웨덴","특별할 것 없는 작은 상점에서 각각 일하는 열일곱의 모니카와 열아홉의 해리는 우연히 바에서 첫만남을 갖게 된 후 연인이 된다. 모니카는 남루한 현실과는 다른 인생을 꿈꾸지만, 부적절한 희롱이 난무하는 일터에서 퇴근해 가족과 함께 살고 있는 허름한 아파트로 돌아오면 그녀를 기다리는 것은 알코올중독 아버지의 학대뿐이다. 해리에게로 피한 모니카는 해리의 모터보트에 숨어 밤을 보내고, 그로 인해 다음날 직장에 늦게 되어 사장의 비난을 들은 해리는 사표를 던지고 모니카와 함께 배를 타고 스톡홀름에서 멀리 떠나버리기로 결정한다. 스톡홀름 군도의 한 작은 섬에 내린 두 사람은 야생에 가까운 환경에서 둘 만의 꿈같은 여름을 보낸다. 그러나 여름이 끝나가고 돈이 떨어지자 더 이상 섬에서의 도피생활은 지속될 수 없게 되고, 둘은 다시 도시의 삶으로 돌아가야만 한다. 임신과 결혼 등, 꿈과는 다른 성장통들이 기다리고 있는 도시에서 모니카와 해리는 각자의 방식대로 삶을 받아들이게 되는데..."
그래도 내가 하지 않았어,"만든사람들
감독
수오 마사유키
배우
[주연] 카세 료(가네코 텟페이) | 세토 아사카(스토 리코) | 야쿠쇼 코지(아라카와 마사요시)",장편 | 예술영화 | 드라마 | 143분 39초 | 12세이상관람가 | 일본,"무죄를 주장하는 것만으로는 충분하지 않다.
유죄 확률 99.9%, 그 긴 투쟁이 시작된다!
“10명의 죄인을 놓친다고 해도, 한 명의 죄 없는 사람을 벌하지 말라.”

특별한 직업 없이 살아가던 가네코 텟페이는 중요한 면접을 보러 가는 길에 급히 만원 전철을 탔다가 여고생을 성추행한 치한으로 몰려 현행범으로 체포된다.
현행범으로 경찰서에 구금된 텟페이, 끊임없이 자신의 결백을 주장해보지만 경찰들은 그의 진술에는 아랑곳하지 않은 채 자백만을 강요할 뿐이다.
결국 그의 증언은 조금도 받아들여지지 않은 채 사건은 검찰로 넘어가게 되고, 억울함과 초조함에 시달리는 텟페이를 변호하기 위해 베테랑 변호사 아라카와 마사요시와 스도 리코가 고용된다.
일본의 사법 관례상 형사재판에 기소될 경우, 유죄를 선고받을 확률은 99.9%.텟페이를 믿는 그의 어머니 토요코와 오랜 친구 다츠오는 변호사들과 함께 텟페이의 무죄를 입증하기 위해 애쓰고...
자신을 믿어준 이들이 지켜보는 가운데 2년에 걸친 긴 재판이 진행된다.
10번의 공판, 시종일관 담담하고 침착하게 무죄를 주장한 텟페이는 자신의 결백을 입증할 수 있을까?"
사랑의 고고학,"만든사람들
감독
이완민
배우
[주연] 옥자연 | 기윤
[조연] 이동찬(찬구(영실부))
[단역] 하민호((가)고등학교 선생님)
제작
[제작] 하민호
[프로듀서] 방한솔
[제작팀] 홍수지(제작지원)   |   이용국(제작부장)   |   신동한(후반 제작팀)
[데이타매니저] 장세은
연출
[스크립터] 변여빈
[조감독] 강지원
촬영
[촬영] 김지현
의상
[의상팀] 이정민
편집
[편집팀] 서동실",장편 | 독립영화 | 드라마 | 162분 45초 | 15세이상관람가 | 한국,"무슨 일이 있었던 걸까?

만난 지 8시간 만에 사랑에 빠진 영실과 인식.
인식은 그런 영실을 자유로운 영혼이라 확신하며
어떠한 상황에서도 함께할 것이라는 약속을 받아낸다.
시간이 지날수록 영실에 대한 인식의 집착은 심해지고,
영실은 뒤틀린 관계 속에서도 인식과의 약속을 지키고자 한다.
하지만 영실의 노력에도 헤어진 두 사람.
8년 동안의 불온했던 과거의 굴레에서 벗어나
영실은 자신의 사랑에 대해 정면으로 응시할 준비를 시작한다."
블레이드 러너: 파이널 컷,"만든사람들
감독
리들리 스콧
배우
[주연] 해리슨 포드 | 룻거 하우어
촬영
[촬영] 조단 크로넨웨스
음악
[음악] 반젤리스","장편 | 예술영화 | SF, 드라마 | 117분 30초 | 15세이상관람가 | 미국","핵전쟁 이후 혼돈과 무질서로 휩싸인 2019년,
복제인간 ‘로이’를 포함한 ‘넥서스 6’이
오프월드에서 반란을 일으킨 후 지구로 잠입한다.

은퇴한 블레이드 러너였던 '데커드'(해리슨 포드)는
지구에 잠입한 복제 인간들을 찾는 임무와 함께 강제로 복직하게 되고,
탐문 수사를 위해 찾아간 넥서스 6 제조사인 타이렐 사에서
자신이 복제 인간임을 모르는 ‘레이첼’(숀 영)을 마주하게 된다.

한편, 증거의 꼬리를 잡아 수사하던 도중
‘데커드’는 ‘레이첼’ 덕분에 위기 속에서 목숨을 구원받게 되고,
복제 인간과의 마지막 전투를 앞두게 된다."
에브리씽 에브리웨어 올 앳 원스+,"만든사람들
감독
다니엘 콴|다니엘 쉐이너트
배우
[주연] 양자경 | 스테파니 수 | 키 호이 콴 | 제이미 리 커티스","장편 | 일반영화 | 액션, 코미디 | 150분 21초 | 15세이상관람가 | 미국","미국에 이민 와 힘겹게 세탁소를 운영하던 에블린은 세무당국의 조사에 시달리던 어느 날
남편의 이혼 요구와 삐딱하게 구는 딸로 인해 대혼란에 빠진다.
그 순간 에블린은 멀티버스 안에서 수천, 수만의 자신이 세상을 살아가고 있다는 사실을 알게 되고,
그 모든 능력을 빌려와 위기의 세상과 가족을 구해야 하는 운명에 처한다."
뮤지컬 더 데빌 2021,"만든사람들
감독
조윤수","장편 | 일반영화 | 공연, 뮤지컬 | 110분 18초 | 15세이상관람가 | 한국","어둠과 빛은 하나, 빛이 강할 때 어둠은 사라지고 어둠이 깊으면 빛이 잠든다.
선한 인간은 어둠을 오래 견디지 못하여 결국 빛을 향하리니

“인간의 마음속 어둠이 빛을 넘어서는 순간
세상의 이치는 새롭게 정렬되어야 해”

빛과 어둠은 본디 하나의 존재
X-White와 X-Black
그들은 인간을 두고 내기를 벌인다.

내기의 대상이 된 인간 존 파우스트
그는 월스트리트의 전도유망한 주식 브로커로
그에게는 늘 그의 곁을 지키는 그레첸이 있다.
그러나 주가가 대폭락한 블랙 먼데이 이후 모든 게 뒤바뀌게 되고…
모든 것을 잃고 추락하게 된 존이 실의에 빠진 틈을 타
그에게 접근하여 유혹의 손길을 뻗치는 X-Black
그레첸의 만류에도 존은 X-Black의 제안을 받아들이고
점차 그에게 잠식되어 간다.

존이 타락할수록 그레첸의 심신은 피폐해져 가고
마지막 선(善)의 의지이자, 그의 가장 아름다운 존재인 그레첸마저 외면하려 하는
존의 모습을 통해 X-Black은 자신의 승리를 확신하게 되는데"
